Individual_ID,Age,Gender,Region,Location,Education_Level,Occupation,Employment_Type,Monthly_Income_NGN,Poverty_Status
457b8800,1,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
593800bd,29,Male,South East,Urban,Secondary,Informal,Self-employed,204457.33,0
f5b1a18e,35,Male,North West,Rural,Primary,Agriculture,Informal,27250.84,1
4ced09eb,7,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
04c6fbda,64,Male,North West,Rural,Primary,Agriculture,Informal,47560.53,1
5d319412,31,Male,South West,Urban,Secondary,Informal,Self-employed,212509.3,0
92ea7345,14,Male,South West,Urban,None,Student,Not in Labor Force,0.0,1
f43b3149,23,Male,South South,Urban,Secondary,Trade/Services,Self-employed,241143.8,0
60163cf1,49,Male,South East,Rural,Tertiary,Professional,Wage-employed,308272.71,0
d2babc77,34,Female,North East,Rural,Tertiary,Trade/Services,Wage-employed,369239.44,0
2a83d15a,2,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
c8416342,32,Male,North West,Rural,None,Agriculture,Informal,69669.85,1
e0242add,34,Female,South South,Urban,Secondary,Trade/Services,Self-employed,236235.66,0
d525705f,13,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
6eb06157,7,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
bfc9db7d,15,Female,North West,Rural,Secondary,Unemployed,Self-employed,50740.22,1
e3f9e1e8,7,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
17e84032,38,Female,North West,Rural,Secondary,Informal,Self-employed,115909.3,0
dc10e7fc,61,Male,South East,Urban,None,Informal,Informal,47414.57,1
2c5c5429,33,Female,South West,Urban,Primary,Trade/Services,Informal,155258.78,0
5cbb1ab3,13,Female,South West,Urban,Tertiary,Student,Not in Labor Force,0.0,1
a2e06ddf,40,Female,North Central,Urban,Secondary,Informal,Self-employed,70614.57,1
395e9b14,9,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
0599068f,58,Female,South West,Rural,Primary,Agriculture,Informal,76503.62,1
973937b7,52,Female,South West,Urban,Secondary,Trade/Services,Self-employed,78425.12,1
1c53702e,43,Male,North East,Rural,Primary,Informal,Informal,94038.02,1
f672c2c9,27,Male,North Central,Rural,None,Agriculture,Informal,77930.55,1
2821e917,18,Female,South East,Urban,Secondary,Trade/Services,Self-employed,153859.93,0
cec44a12,12,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
70b323c8,31,Female,North Central,Rural,None,Informal,Informal,194183.96,0
62a07194,47,Male,North East,Rural,Tertiary,Trade/Services,Wage-employed,194557.53,0
e7294c1c,4,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
d059a6a9,11,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
ccc2ce26,38,Male,South West,Urban,Secondary,Unemployed,Self-employed,232266.91,0
156aa4f0,0,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
577614c7,64,Female,North West,Rural,None,Agriculture,Informal,120959.07,0
c8238a2d,53,Female,South West,Rural,Secondary,Trade/Services,Self-employed,172097.16,0
b091446e,7,Female,South West,Urban,None,Student,Not in Labor Force,0.0,1
eba17b2f,58,Female,South South,Urban,Secondary,Manufacturing,Self-employed,88751.07,1
2709f502,13,Male,North Central,Rural,None,Student,Not in Labor Force,0.0,1
00ed5e6f,2,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
98d81b00,25,Male,South West,Urban,Tertiary,Professional,Wage-employed,347750.77,0
80919b91,26,Male,North East,Rural,Primary,Agriculture,Informal,41623.57,1
c5eaba32,27,Female,North West,Urban,None,Trade/Services,Informal,67617.35,1
bb4cd717,22,Female,North West,Urban,Tertiary,Trade/Services,Wage-employed,241662.63,0
ad751331,15,Male,North West,Urban,None,Informal,Informal,64994.26,1
c00781c5,8,Male,North East,Urban,None,Student,Not in Labor Force,0.0,1
ccd52c20,11,Female,South South,Rural,None,Student,Not in Labor Force,0.0,1
03156b8a,16,Male,South East,Urban,Secondary,Trade/Services,Self-employed,321443.22,0
f7d9012c,28,Female,South South,Rural,Secondary,Unemployed,Self-employed,81508.07,1
39e675df,27,Female,South South,Urban,None,Trade/Services,Informal,86120.45,1
979acb1e,62,Male,North Central,Urban,None,Informal,Informal,52299.45,1
6b07b2cc,1,Male,North West,Urban,None,None,Not in Labor Force,0.0,1
47ba3e76,3,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
8b859319,26,Male,South South,Urban,Tertiary,Manufacturing,Wage-employed,396727.35,0
a5a0e6a0,9,Male,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
42799c84,2,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
6877e8b9,18,Male,North West,Rural,Primary,Agriculture,Informal,98321.94,0
a1eedd1b,5,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
778d0ece,6,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
f5b504e0,4,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
613af9a9,64,Female,South South,Urban,Secondary,Manufacturing,Self-employed,178736.77,0
1cc63724,17,Female,North West,Rural,Secondary,Trade/Services,Self-employed,231185.53,0
c60c8a50,24,Male,South South,Urban,Primary,Informal,Informal,39109.29,1
9b57cb43,57,Male,North West,Rural,Primary,Agriculture,Informal,38031.85,1
50c4100d,2,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
da231cac,28,Female,North Central,Rural,None,Agriculture,Informal,46735.51,1
2df2f735,4,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
67f9d05b,11,Female,North West,Urban,None,Student,Not in Labor Force,0.0,1
383499cf,57,Female,South West,Urban,Secondary,Informal,Self-employed,332684.78,0
1539ec0e,42,Male,South South,Urban,Secondary,Trade/Services,Self-employed,159415.8,0
f2d51ff0,4,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
8e982dd3,3,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
fa155507,38,Female,North East,Urban,Secondary,Unemployed,Self-employed,56940.58,1
44dec7f8,5,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
3265e2f2,5,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
d8a457eb,0,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
ab260d18,5,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
61ef701e,33,Female,South West,Urban,Secondary,Informal,Self-employed,256617.52,0
f680cc91,12,Female,South South,Rural,None,Student,Not in Labor Force,0.0,1
cd0484f9,5,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
1526cf5f,24,Male,North West,Urban,Primary,Trade/Services,Informal,86314.73,1
f266c9f7,25,Female,South West,Urban,Secondary,Manufacturing,Self-employed,227337.75,0
3a11b3f5,12,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
e23b6c87,5,Female,North East,Urban,None,None,Not in Labor Force,0.0,1
71645d0c,1,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
a0871a56,47,Female,South South,Rural,Secondary,Trade/Services,Self-employed,255283.66,0
73942ff9,57,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,222668.76,0
44bbfaa8,45,Female,North West,Rural,Secondary,Trade/Services,Self-employed,255235.02,0
30f55980,62,Male,North Central,Urban,Secondary,Unemployed,Self-employed,127450.0,0
37497a13,49,Female,North East,Rural,Secondary,Trade/Services,Self-employed,77006.73,1
4f19ef4b,51,Male,South South,Rural,None,Agriculture,Informal,65696.31,1
db2fec46,61,Male,South South,Urban,None,Informal,Informal,39517.53,1
6c293d36,14,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
2f313952,68,Male,North East,Rural,Tertiary,Professional,Wage-employed,293033.73,0
0674ea27,6,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
1cbc7e36,3,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
20c69d3c,54,Female,North West,Rural,Primary,Informal,Informal,51760.62,1
f8745a3e,6,Male,South West,Urban,None,Student,Not in Labor Force,0.0,1
0d0973e1,40,Female,North East,Urban,Primary,Trade/Services,Informal,46032.79,1
e0529cf2,39,Male,South West,Urban,Primary,Informal,Informal,54839.45,1
5848e4b2,31,Female,North East,Rural,None,Informal,Informal,118524.17,0
bcf1fc60,29,Female,South West,Urban,Primary,Informal,Informal,72648.88,1
60e1661f,4,Male,South West,Rural,None,None,Not in Labor Force,0.0,1
ae32427e,59,Male,North Central,Rural,Primary,Agriculture,Informal,33241.74,1
c8b7db76,18,Male,South West,Urban,None,Informal,Informal,105756.61,0
a3097f36,36,Female,North Central,Rural,None,Agriculture,Informal,94844.36,1
00843482,31,Male,North West,Rural,Secondary,Unemployed,Self-employed,98597.3,0
1cc7ae43,5,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
992eeb5f,31,Female,North West,Rural,Secondary,Trade/Services,Self-employed,47076.25,1
33702a60,13,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
9a1a9c75,28,Female,South West,Urban,Primary,Trade/Services,Informal,17537.47,1
b7db9417,0,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
97542ae8,22,Female,North West,Urban,Primary,Informal,Informal,47074.82,1
eda1da56,1,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
545554a7,9,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
0899512c,59,Male,North Central,Rural,Secondary,Trade/Services,Self-employed,185823.96,0
f79d1aec,44,Male,North West,Urban,Secondary,Trade/Services,Self-employed,237448.5,0
84a00f85,36,Male,North West,Urban,Primary,Informal,Informal,50129.84,1
690eae26,30,Male,North Central,Urban,Secondary,Unemployed,Self-employed,115664.5,0
dafd8e3d,44,Male,South South,Rural,Secondary,Trade/Services,Self-employed,150043.67,0
de40be72,30,Male,North West,Rural,Primary,Informal,Informal,55101.28,1
10c7b1ea,5,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
359a8662,38,Male,South South,Urban,Primary,Trade/Services,Informal,141746.0,0
779bb25f,3,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
93fc8cca,49,Male,North Central,Rural,None,Informal,Informal,56481.3,1
6b28a4b1,20,Female,South West,Urban,Secondary,Trade/Services,Self-employed,177896.75,0
79a25977,18,Female,South East,Urban,Secondary,Trade/Services,Self-employed,109790.99,0
9ac28aca,32,Female,South West,Urban,None,Informal,Informal,50495.75,1
a532888f,20,Female,South South,Urban,Primary,Informal,Informal,162660.18,0
fa7b3c8a,40,Male,North Central,Urban,None,Trade/Services,Informal,32820.84,1
4f308dcd,4,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
59d80d96,41,Male,South South,Rural,Secondary,Manufacturing,Self-employed,68884.21,1
358bc3c3,8,Male,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
a62e77a4,25,Male,South West,Urban,Primary,Informal,Informal,76373.74,1
9f2ec0df,5,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
aca70bc5,13,Male,South East,Rural,Primary,Student,Not in Labor Force,0.0,1
93857036,2,Female,South East,Rural,None,None,Not in Labor Force,0.0,1
f4813560,57,Male,North West,Rural,None,Agriculture,Informal,100227.29,0
5f7032e9,29,Female,South West,Rural,Secondary,Trade/Services,Self-employed,58259.9,1
db2a0d7c,9,Female,South East,Urban,Primary,Student,Not in Labor Force,0.0,1
0f60ba48,55,Male,South West,Rural,Tertiary,Professional,Wage-employed,320009.65,0
f2be6588,7,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
39c2e3b1,45,Female,North West,Rural,None,Agriculture,Informal,26058.21,1
0dbea779,33,Male,North Central,Urban,Primary,Informal,Informal,105264.3,0
de4b2453,38,Female,South East,Urban,Secondary,Informal,Self-employed,398008.35,0
e0386d3c,23,Female,South South,Rural,Secondary,Informal,Self-employed,30462.72,1
fcd429cb,6,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
28861c71,18,Male,South West,Rural,None,Agriculture,Informal,38698.97,1
d725d8eb,24,Male,South East,Rural,Primary,Agriculture,Informal,98929.37,0
b4740b97,23,Male,South East,Urban,Tertiary,Professional,Wage-employed,2341233.81,0
85839a34,33,Male,South West,Urban,Secondary,Unemployed,Self-employed,189631.65,0
ba2bf0ce,14,Male,North West,Urban,Secondary,Student,Not in Labor Force,0.0,1
0770fa66,48,Male,South West,Rural,Primary,Agriculture,Informal,38651.36,1
c776c70a,56,Male,South East,Rural,Secondary,Trade/Services,Self-employed,90296.45,1
9f8ddfe6,14,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
8bea3f43,2,Female,South East,Rural,None,None,Not in Labor Force,0.0,1
0116686e,0,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
3ee07bd0,35,Male,South South,Urban,None,Trade/Services,Informal,38711.34,1
dd553ccf,48,Male,South East,Urban,Primary,Informal,Informal,131016.57,0
e23a7ed5,2,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
af20112b,0,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
95b0d701,32,Male,South South,Urban,Secondary,Informal,Self-employed,249612.0,0
1e3ad8ab,31,Male,South East,Rural,Secondary,Trade/Services,Self-employed,229525.14,0
73185708,1,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
074113cf,2,Female,North Central,Urban,None,None,Not in Labor Force,0.0,1
e87d113f,15,Male,North East,Urban,Secondary,Manufacturing,Self-employed,109311.25,0
4f733f1e,10,Female,North East,Rural,None,Student,Not in Labor Force,0.0,1
d3b2c7e7,8,Female,North Central,Urban,None,Student,Not in Labor Force,0.0,1
b9815d10,24,Female,South West,Urban,Secondary,Informal,Self-employed,82082.89,1
a1fe3838,51,Female,North West,Rural,Primary,Agriculture,Informal,146822.49,0
5f3d571c,7,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
5d740639,4,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
d8ca25ca,7,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
52d6bfd6,6,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
491319a2,26,Female,North West,Rural,None,Agriculture,Informal,137103.8,0
4359d7d7,3,Female,South South,Urban,None,None,Not in Labor Force,0.0,1
eedeaa40,45,Male,North East,Urban,Secondary,Trade/Services,Self-employed,73664.44,1
61b7ca2f,52,Male,South West,Urban,None,Trade/Services,Informal,64515.52,1
b2ae5e05,2,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
4fc72987,8,Male,South West,Rural,Primary,Student,Not in Labor Force,0.0,1
d7703b3e,58,Male,North Central,Urban,None,Trade/Services,Informal,129795.23,0
0dfc69d7,40,Male,North West,Rural,Primary,Informal,Informal,51465.06,1
a0252c23,29,Female,North East,Urban,Secondary,Trade/Services,Self-employed,135806.54,0
85e27100,12,Male,North Central,Rural,Secondary,Student,Not in Labor Force,0.0,1
9373e77b,39,Female,South East,Rural,None,Informal,Informal,24798.48,1
d24a79e6,44,Male,North Central,Urban,None,Informal,Informal,41217.03,1
7cd22076,21,Male,North West,Rural,Secondary,Informal,Self-employed,93445.95,1
66d360a9,8,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
9812064a,18,Male,South West,Urban,Tertiary,Manufacturing,Wage-employed,263217.04,0
d48016bc,57,Female,North Central,Urban,None,Informal,Informal,40586.48,1
8a48c189,7,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
723c3c62,52,Female,South West,Urban,Primary,Informal,Informal,66937.43,1
cfe1a0af,8,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
52a07f4c,13,Female,North Central,Urban,Secondary,Student,Not in Labor Force,0.0,1
99b3cdf7,9,Male,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
5ccb4336,44,Male,South South,Urban,Secondary,Informal,Self-employed,78706.01,1
33465fae,6,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
c1d872e0,21,Female,North Central,Rural,Secondary,Trade/Services,Self-employed,100392.32,0
7703cf0d,50,Male,South South,Rural,Secondary,Unemployed,Self-employed,179063.68,0
83a84922,2,Male,North East,Rural,None,None,Not in Labor Force,0.0,1
1678b137,38,Female,South West,Urban,None,Informal,Informal,67456.66,1
7a7ecb46,53,Male,North East,Rural,None,Informal,Informal,46367.32,1
e9f7f62c,50,Female,North West,Rural,None,Agriculture,Informal,114030.24,0
0f4a82b5,59,Female,South West,Urban,Tertiary,Trade/Services,Wage-employed,621638.5,0
d9005d12,34,Female,South South,Urban,Secondary,Trade/Services,Self-employed,215088.4,0
87a6c912,0,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
1859f90d,46,Female,South West,Rural,Primary,Agriculture,Informal,13194.77,1
71c9b972,10,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
f4d5f45f,53,Male,North Central,Rural,None,Informal,Informal,45753.19,1
3f5e06d5,0,Female,South West,Rural,None,None,Not in Labor Force,0.0,1
6d47c4ab,40,Male,North East,Rural,None,Informal,Informal,42487.11,1
ec46a948,40,Male,North East,Urban,Secondary,Trade/Services,Self-employed,81198.31,1
7eddf9cb,50,Female,North Central,Urban,Primary,Trade/Services,Informal,152078.84,0
00d8f9ee,10,Female,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
d52140b7,49,Male,North East,Urban,Primary,Trade/Services,Informal,58333.12,1
a8e56b98,57,Male,South West,Urban,Secondary,Unemployed,Self-employed,57859.08,1
60a9b8f6,49,Male,North West,Urban,Tertiary,Trade/Services,Wage-employed,464028.32,0
93e86411,11,Male,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
3adc39f3,65,Female,South West,Urban,Secondary,Informal,Self-employed,132644.99,0
df4d1433,50,Female,South East,Urban,Secondary,Informal,Self-employed,76614.65,1
f4d0feb5,13,Female,North Central,Urban,Secondary,Student,Not in Labor Force,0.0,1
0b72ba03,47,Male,North East,Rural,None,Agriculture,Informal,110274.28,0
c529a0f6,60,Male,South South,Rural,Secondary,Trade/Services,Self-employed,135744.49,0
8edfe7f1,59,Male,North West,Rural,None,Agriculture,Informal,82174.05,1
ea1cffb1,12,Male,South West,Rural,Secondary,Student,Not in Labor Force,0.0,1
c8118e0a,38,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,535191.47,0
e59ea529,29,Male,South West,Rural,Primary,Agriculture,Informal,115123.04,0
09d39246,14,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
49b67a48,31,Female,South West,Urban,Secondary,Trade/Services,Self-employed,121389.13,0
6268da82,26,Female,North East,Urban,Tertiary,Trade/Services,Wage-employed,190054.51,0
047f8a7f,36,Female,North East,Urban,Secondary,Trade/Services,Self-employed,117673.35,0
0b71cf6b,6,Male,North East,Rural,None,Student,Not in Labor Force,0.0,1
faffdf08,40,Female,North West,Rural,Tertiary,Professional,Wage-employed,109823.06,0
cd3629a1,28,Female,South South,Urban,Secondary,Trade/Services,Self-employed,70457.56,1
3859e328,11,Male,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
74063833,1,Female,South West,Urban,None,None,Not in Labor Force,0.0,1
c07e35b6,18,Female,South West,Urban,Tertiary,Trade/Services,Wage-employed,1057528.85,0
da69c13f,60,Female,South East,Rural,None,Agriculture,Informal,30935.18,1
1d352543,2,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
d35a49d2,27,Male,South West,Urban,Secondary,Manufacturing,Self-employed,65882.65,1
71e0e47d,8,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
77bcc719,32,Male,South West,Urban,Secondary,Informal,Self-employed,199141.98,0
b3afd5fb,75,Female,North East,Rural,Primary,Retired/None,Not in Labor Force,0.0,1
d29b9e1f,42,Female,South South,Urban,None,Informal,Informal,135662.71,0
23e67454,5,Male,North West,Rural,None,None,Not in Labor Force,0.0,1
e1d52dd7,55,Female,North East,Rural,Primary,Agriculture,Informal,22031.17,1
c38021e4,11,Female,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
4582185b,2,Male,South East,Rural,None,None,Not in Labor Force,0.0,1
f3700a5a,60,Male,South West,Rural,Primary,Agriculture,Informal,69513.09,1
236c0c36,61,Female,North West,Rural,Primary,Informal,Informal,43086.47,1
6c496619,10,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
2c317b42,52,Male,North East,Urban,Secondary,Trade/Services,Self-employed,162485.86,0
5d47be31,60,Male,North Central,Urban,None,Informal,Informal,67399.72,1
b1903cbc,2,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
6be7ea64,33,Female,North Central,Urban,Tertiary,Manufacturing,Wage-employed,176422.75,0
649c00b3,34,Male,South West,Urban,None,Trade/Services,Informal,60547.63,1
eee7c747,39,Female,North Central,Urban,Primary,Trade/Services,Informal,117650.38,0
a4cc01b5,25,Male,South South,Rural,Secondary,Trade/Services,Self-employed,316862.4,0
29219ce0,31,Male,North East,Urban,Secondary,Trade/Services,Self-employed,168368.4,0
7f32a0bb,12,Female,South West,Urban,Secondary,Student,Not in Labor Force,0.0,1
fd2ed36f,63,Male,South West,Urban,Secondary,Manufacturing,Self-employed,105392.26,0
bc8591e8,49,Female,North East,Rural,None,Agriculture,Informal,29501.95,1
dfca81c6,13,Male,North Central,Rural,None,Student,Not in Labor Force,0.0,1
5c8a19e1,53,Female,North East,Urban,None,Informal,Informal,73491.79,1
bcfb0031,33,Male,North West,Rural,Primary,Informal,Informal,47711.8,1
b0511a79,17,Male,North Central,Rural,None,Agriculture,Informal,71931.35,1
e486f953,1,Female,North East,Rural,None,None,Not in Labor Force,0.0,1
5e6558f4,9,Male,North West,Urban,Primary,Student,Not in Labor Force,0.0,1
948c75fc,63,Female,North Central,Rural,None,Informal,Informal,57770.0,1
95e08e62,8,Female,North Central,Rural,Primary,Student,Not in Labor Force,0.0,1
410446bd,36,Female,North West,Urban,None,Trade/Services,Informal,107769.27,0
681ec7e7,5,Female,North West,Urban,None,None,Not in Labor Force,0.0,1
4c8f9a89,7,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
2dc71287,10,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
5f1b98f8,4,Female,South South,Rural,None,None,Not in Labor Force,0.0,1
08bbfc5c,55,Female,North West,Urban,None,Trade/Services,Informal,65132.36,1
ea5afd77,45,Male,North West,Urban,Secondary,Trade/Services,Self-employed,371561.72,0
3f633f53,10,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
1840bb7b,4,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
39d26311,16,Male,South West,Rural,Tertiary,Trade/Services,Wage-employed,420960.01,0
dbfaaf2b,5,Male,North Central,Rural,None,None,Not in Labor Force,0.0,1
abd992b9,61,Female,South East,Urban,Tertiary,Manufacturing,Wage-employed,261969.49,0
9252863d,23,Female,South West,Urban,Primary,Informal,Informal,147364.8,0
2acceda7,33,Female,South South,Rural,Secondary,Trade/Services,Self-employed,49335.23,1
aa5acfff,56,Male,North West,Rural,None,Agriculture,Informal,35853.33,1
3dfdbe31,50,Male,North West,Rural,None,Agriculture,Informal,37027.2,1
a15458fd,24,Female,North East,Rural,None,Agriculture,Informal,132856.86,0
636ebd52,10,Male,North West,Rural,None,Student,Not in Labor Force,0.0,1
9dddd3d1,7,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
d786e4ff,5,Male,North East,Urban,None,None,Not in Labor Force,0.0,1
6075b34a,59,Female,South West,Urban,Tertiary,Professional,Wage-employed,359600.48,0
023a7478,71,Male,North East,Rural,None,Retired/None,Not in Labor Force,0.0,1
074e4ec8,21,Male,North West,Rural,Primary,Agriculture,Informal,41059.94,1
88767fda,3,Female,North West,Rural,None,None,Not in Labor Force,0.0,1
07e38b61,29,Male,North East,Urban,Secondary,Trade/Services,Self-employed,147040.35,0
0179c56a,11,Female,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
21947afd,5,Male,South South,Rural,None,None,Not in Labor Force,0.0,1
4c13ced3,23,Male,South West,Urban,Tertiary,Professional,Wage-employed,554177.8,0
eb1034c4,2,Female,North Central,Rural,None,None,Not in Labor Force,0.0,1
fb296646,22,Female,North West,Urban,Secondary,Trade/Services,Self-employed,345763.0,0
a3f06a5e,6,Female,South East,Urban,Primary,Student,Not in Labor Force,0.0,1
08779226,18,Female,North West,Rural,Primary,Agriculture,Informal,24386.99,1
d43c7c10,27,Male,South South,Rural,Secondary,Informal,Self-employed,210657.25,0
2b198cf1,33,Male,North Central,Rural,None,Informal,Informal,17319.58,1
14155646,21,Male,North West,Rural,None,Agriculture,Informal,103132.69,0
4227d264,24,Female,North Central,Rural,None,Agriculture,Informal,120327.1,0
4ededa22,39,Female,South South,Rural,Primary,Agriculture,Informal,124124.68,0
da4b46f9,58,Female,North East,Rural,Primary,Agriculture,Informal,84229.7,1
92143b2f,9,Male,North East,Urban,None,Student,Not in Labor Force,0.0,1
b3723628,49,Female,North West,Rural,Primary,Agriculture,Informal,31600.82,1
36df29cc,14,Female,South West,Urban,Tertiary,Student,Not in Labor Force,0.0,1
785f153c,9,Female,North West,Rural,None,Student,Not in Labor Force,0.0,1
9ae69e9f,39,Female,South East,Rural,Primary,Agriculture,Informal,93736.95,1
629d733f,43,Female,South South,Urban,Secondary,Informal,Self-employed,70227.58,1
6c41a718,7,Male,South South,Urban,Primary,Student,Not in Labor Force,0.0,1
2feea4f6,26,Male,North West,Rural,Secondary,Informal,Self-employed,56206.14,1
89fa8522,61,Male,South West,Urban,Tertiary,Trade/Services,Wage-employed,304443.51,0
437c9be7,54,Male,North West,Rural,None,Agriculture,Informal,48064.99,1
786bdbef,11,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
47a24969,20,Male,South East,Urban,Tertiary,Trade/Services,Wage-employed,462509.3,0
d4f6ddec,11,Male,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
2868ae06,24,Female,South South,Rural,None,Agriculture,Informal,39448.83,1
3b78c21f,1,Female,South East,Urban,None,None,Not in Labor Force,0.0,1
6575bf3c,7,Female,North East,Rural,Primary,Student,Not in Labor Force,0.0,1
b7a702cc,59,Male,South West,Urban,Secondary,Informal,Self-employed,162399.94,0
a9e08ac2,39,Male,North West,Rural,Secondary,Informal,Self-employed,43330.36,1
08448741,6,Male,North East,Urban,None,Student,Not in Labor Force,0.0,1
8a2ace9f,7,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
82f6aaf9,37,Female,South South,Rural,None,Agriculture,Informal,61284.86,1
b3295364,10,Male,North Central,Rural,None,Student,Not in Labor Force,0.0,1
7b794a02,50,Female,South West,Urban,Secondary,Trade/Services,Self-employed,113156.34,0
58a1ae56,0,Male,South West,Urban,None,None,Not in Labor Force,0.0,1
310f5d50,2,Female,South East,Rural,None,None,Not in Labor Force,0.0,1
b133a344,6,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
f74b8f0d,57,Male,North East,Urban,None,Informal,Informal,148493.65,0
a7d5ed88,6,Male,South West,Urban,Primary,Student,Not in Labor Force,0.0,1
a8d6e936,10,Female,North Central,Urban,Primary,Student,Not in Labor Force,0.0,1
f08ad2a2,77,Female,South West,Urban,Tertiary,Retired/None,Not in Labor Force,0.0,1
09a3b822,31,Female,North West,Rural,Secondary,Trade/Services,Self-employed,192660.14,0
d9e3d3d3,9,Male,North East,Urban,Primary,Student,Not in Labor Force,0.0,1
2d43c407,36,Male,South South,Urban,Secondary,Informal,Self-employed,120333.78,0
6bfdc4c3,27,Female,North East,Rural,None,Agriculture,Informal,18477.48,1
b31b1205,12,Female,North Central,Rural,None,Student,Not in Labor Force,0.0,1
3b6aae5c,11,Female,North West,Rural,Primary,Student,Not in Labor Force,0.0,1
5f453e48,21,Male,North West,Urban,Secondary,Trade/Services,Self-employed,55019.16,1
33b9617f,15,Female,North West,Rural,None,Agriculture,Informal,117506.22,0
eb23149d,47,Male,South West,Rural,Secondary,Informal,Self-employed,90579.75,1
